ID	X (L93)	Y (L93)	nom_commune	insee_comm	m_source	type	statut	caracterise	commentaire	photo	date	amphibien	reptile	odonate	invertebre aquatique	faune_autre	poisson	anatide	faune_aucun	type_de_mare	evolution	abreuvoir_amenage	abreuvoir_non_amenage	collecte_ruissellement	peche	chasse	reserve_incendie	ornemental	biodiversite	patrimoine	pedagogique	abandonne	lagunage	usage_inconnu	pompe_a_nez	dechets	topo	contexte_1	contexte_2	petit_patrimoine_bati	cloture	haie	forme	Longueur	largeur	profondeur	nature_fond	berges	bourrelet	pietinement	regime	liaison_reseau	alim_specifique	turbidite	helophytes	hydrophytes_enracines	hydrophytes_non_enracines	algues	eau_libre	fond_exonde	boisement	ombrage	presence_faune_exotique	presence_flore_exotique	travaux_aucun 	curage	profilage_berge	bucheronnage	debroussaillage	pose_de_cloture	abreuvoir	lutte_contre_EEE	nettoyage_dechets	arrachage	fonctionnement_hydraulique	fauchage tardif	travaux_autre	objectifs_des_travaux
76391_0892	1543820	8238911	LA LONDE	76391	BDTOPO_HYDROGRAPHIE_2009	mare	public	oui	mare_seche_ou_pas_trouvee	NC	28_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1111	1547835	8238800	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche_ou_pas_trouvee	NC	23_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1112	1547813	8238805	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche_ou_pas_trouvee	NC	23_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1113	1547791	8238807	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche_ou_pas_trouvee	NC	23_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1114	1547797	8238830	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche_ou_pas_trouvee	NC	23_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1115	1547823	8238828	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche	76391_1115_im1/76391_1115_im2/76391_1115_im3	23_10_2017	non	non	non	non	non	non	non	oui	de_foret	4	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	plateau	bois_de_feuillus	NC	aucun	non	non	ronde_ovale	9	7	0	naturel	32,5	non	faible_a_nul	indeterminee	aucun	aucune	NC	0	0	0	0	0	100	32,5	12,5	NC	NC	non	non	non	non	non	non	non	non	non	non	non	non	oui	réaménagement
76391_1116	1547846	8238824	LA LONDE	76391	M1_ESEB	mare	public	oui	mare_seche_ou_pas_trouvee	NC	23_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76391_1117	1547401	8238679	LA LONDE	76391	M1_ESEB	mare	public	oui	pluie_de_la_veille_dans_mare	76391_1117_im1/76391_1117_im2	23_10_2017	non	non	non	non	non	non	non	oui	de_foret	3	non	non	non	non	non	non	non	oui	non	non	non	non	non	non	aucun	plateau	bois_de_feuillus	NC	aucun	non	non	ronde_ovale	15	10	15	naturel	62,5	non	faible_a_nul	mare_permanente	fosse_noue	indetermine	limpide	50	25	15	0	5	5	12,5	12,5	non	NC	non	non	oui	non	non	non	non	non	non	oui	non	non	non	conservation_mare
76540_0300	1565010	8250070	ROUEN	76540	BDTOPO_2009	mare	public	oui	NC	76540_0300_im1	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	3	non	non	non	non	non	non	non	oui	oui	non	non	non	non	non	aucun	plateau	prairie_humide	NC	aucun	non	non	ronde_ovale	25	20	80	naturel	62,5	non	faible_a_nul	mare_permanente	aucun	indetermine	limpide	50	30	0	5	5	0	0	0	non	non	non	non	non	non	oui	non	non	non	non	oui	non	non	non	lutte_contre_envahissement_vegetal
76540_0309	1565021,19	8250084,654	ROUEN	76540	GLERE_Guillaume	mare	public	oui	NC	76540_0309_im1/76540_0309_im2	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	3	non	non	non	non	non	non	non	oui	oui	non	non	non	non	non	aucun	plateau	prairie_humide	NC	ponton	non	non	ronde_ovale	20	10	45	naturel	32,5	non	faible_a_nul	mare_permanente	aucun	indetermine	limpide	30	40	0	15	15	0	12,5	0	non	non	non	non	non	non	oui	non	non	non	non	oui	non	non	non	lutte_contre_envahissement_vegetal
76540_0310	1564897,292	8250064,142	ROUEN	76540	GLERE_Guillaume	mare	public	oui	NC	76540_0310_im1/76540_0310_im2	21_10_2017	non	non	non	non	non	non	non	oui	de_village_de_ferme_de_parc_de_jardin	4	non	non	non	non	non	non	oui	oui	non	non	non	non	non	non	aucun	plateau	jardin_parc_cour_de_ferme	NC	ponton	en_partie	oui	ronde_ovale	8	5	15	NC	12,5	non	faible_a_nul	mare_permanente	axe_de_ruissellement	indetermine	limpide	33	60	0	2	5	0	32,5	12,5	non	non	oui	oui	non	non	non	non	non	non	non	oui	non	non	non	lutte_contre_la_disparition_de_la_mare
76540_0311	1564805,621	8250087	ROUEN	76540	GLERE_Guillaume	mare	public	oui	les_mesures_de_taille_ne_semblent_pas_coherentes_avec_les_precedentes	76540_0311_im1	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	1	non	non	non	non	non	non	non	oui	non	non	non	non	non	non	aucun	plateau	prairie_humide	NC	aucun	non	non	ronde_ovale	1,4	1,2	15	naturel	12,5	non	faible_a_nul	mare_permanente	inconnu	indetermine	limpide	0	0	0	0	0	0	0	0	non	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76540_0312	1564903,278	8249989,555	ROUEN	76540	GLERE_Guillaume	mare	public	oui	NC	76540_0312_im1	21_10_2017	non	non	non	oui	non	non	non	non	de_village_de_ferme_de_parc_de_jardin	2	non	non	non	non	non	non	oui	oui	non	non	non	non	non	non	aucun	plateau	jardin_parc_cour_de_ferme	NC	ponton	en_partie	non	complexe	4,5	3	45	bache	32,5	non	faible_a_nul	mare_permanente	inconnu	autre	limpide	20	0	10	0	70	0	12,5	12,5	non	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76540_0313	1564912,194	8250021,68	ROUEN	76540	GLERE_Guillaume	mare	public	oui	NC	76540_0313_im1	21_10_2017	non	non	non	oui	non	oui	non	non	de_village_de_ferme_de_parc_de_jardin	2	non	non	non	non	non	non	oui	non	non	non	non	non	non	non	aucun	plateau	jardin_parc_cour_de_ferme	NC	aucun	totalement	non	ronde_ovale	2	1,8	15	bache	12,5	non	faible_a_nul	mare_permanente	inconnu	aucune	limpide	0	80	0	0	20	0	0	0	non	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76540_0314	1564985,05	8249959,672	ROUEN	76540	GLERE_Guillaume	mare	public	oui	les_mesures_de_taille_ne_semblent_pas_coherentes_avec_les_precedentes	76540_0314_im1	21_10_2017	non	non	non	non	non	non	non	oui	je_ne_sais_pas	3	non	non	oui	non	non	non	non	non	non	non	non	non	non	non	aucun	plateau	fourres_bosquets	NC	muret	non	non	carre_rectangle	38	2	15	NC	0	non	faible_a_nul	mare_permanente	axe_de_ruissellement	indetermine	limpide	2	50	0	0	48	0	0	62,5	non	non	oui	oui	non	non	non	non	non	non	non	oui	non	non	non	eviter_le_comblement_de_la_mare
76540_0315	1564898,862	8249999,03	ROUEN	76540	GLERE_Guillaume	mare	public	oui	la_mare_a_ete_rebouchee	76540_0315_im1	21_10_2017	non	non	non	non	non	non	non	oui	de_village_de_ferme_de_parc_de_jardin	NC	non	non	non	non	non	non	oui	non	non	non	non	non	non	non	non	plateau	jardin_parc_cour_de_ferme	NC	aucun	non	non	NC	NC	NC	0	inconnu	0	non	faible_a_nul	indeterminee	inconnu	indetermine	NC	0	0	0	0	0	100	0	0	non	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	mare_comblee
76709_0220	1540244,378	8257300,965	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	NC	76709_0220_im1/76709_0220_im2	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	4	non	non	non	non	non	non	non	oui	oui	non	non	non	non	non	dechets_recyclables_dechets_inertes	fond_de_vallee	prairie_humide	NC	aucun	non	non	carre_rectangle	51	6	15	naturel	62,5	non	faible_a_nul	mare_permanente	fosse_noue	aucune	limpide	0	5	0	0	60	35	12,5	12,5	non	non	non	oui	non	non	non	non	non	non	oui	non	non	non	non	eviter_le_comblement_de_la_mare
76709_0221	1540530,271	8256822,125	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	NC	76709_0221_im1/76709_0221_im2/76709_0221_im3/76709_0221_im4/76709_0221_im5	22_10_2017	non	non	non	non	non	non	non	oui	de_marais	4	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	fond_de_vallee	bas_marais_tourbiere_alcaline	prairie_humide	aucun	non	non	ronde_ovale	50	30	0	naturel	62,5	non	faible_a_nul	indeterminee	aucun	nappe	NC	NC	NC	NC	NC	NC	NC	32,5	37,5	NC	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76709_0222	1540002	8257027	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	NC	76709_0222_im1/76709_0222_im2	28_10_2017	oui	non	non	oui	non	non	non	non	de_prairie	2	non	non	oui	non	non	non	non	oui	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	totalement	non	carre_rectangle	30	7	80	naturel	62,5	non	faible_a_nul	mare_permanente	drainage_pompage	ruissellement_culture	limpide	5	15	0	10	70	0	0	0	NC	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76709_0223	1539760	8257048	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_seche	76709_0223_im1	28_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	de_prairie	NC	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	NC	patatoide	0	0	NC	naturel	NC	non	faible_a_nul	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0224	1540035	8257059	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	NC	76709_0224_im1/76709_0224_im2	28_10_2017	oui	non	non	oui	non	non	non	non	de_prairie	3	non	non	oui	non	non	non	non	oui	non	non	non	non	non	non	aucun	plateau	prairie_humide	NC	aucun	totalement	non	carre_rectangle	30	7	80	naturel	100	non	faible_a_nul	mare_permanente	aucun	ruissellement_culture	limpide	5	10	1	70	14	0	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	equilibrer_les_apports_(MO_N)_algues
76709_0225	1539762	8257085	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_seche	76709_0225_im1/76709_0225_im2	28_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	NC	patatoide	0	0	NC	naturel	NC	non	faible_a_nul	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0226	1539774	8257178	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_seche	76709_0226_im1/76709_0226_im2	28_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	NC	ronde_ovale	0	0	NC	naturel	NC	non	faible_a_nul	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0229	1540057	8257217	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	NC	76709_0229_im1/76709_0229_im2/76709_0229_im3	28_10_2017	non	non	non	oui	non	non	non	non	de_prairie	3	non	oui	oui	non	non	non	non	oui	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	fourres_bosquets	aucun	non	NC	carre_rectangle	20	15	15	naturel	100	non	localise	mare_permanente	cours_d_eau	source	limpide	25	15	1	0	59	0	12,5	12,5	NC	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76709_0231	1540030	8257308	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_seche_ou_pas_trouvee	NC	21_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	de_prairie	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0232	1539547	8257318	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_seche_ou_pas_trouvee	NC	21_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0237	1539677	8257602	LE TRAIT	76709	PNRBSN_2010	mare	public	oui	mare_comblee	76709_0237_im1/76709_0237_im2	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	4	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	fond_de_vallee	lande_humide	NC	aucun	non	non	ronde_ovale	6	7	0	naturel	100	non	faible_a_nul	indeterminee	aucun	aucune	NC	100	0	0	0	0	0	0	0	non	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	mare_comblee
76709_0238	1540220,4	8256345,022	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	NC	76709_0238_im1/76709_0238_im2/76709_0238_im3	22_10_2017	non	non	non	non	oui	non	non	non	bassin_routier_ou_de_decantation	2	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	fond_de_vallee	prairie_humide	annexe_routiere_ferroviere	aucun	non	non	ronde_ovale	15	10	101	naturel	0	non	faible_a_nul	mare_permanente	aucun	ruissellement_voierie	limpide	10	0	5	5	80	0	12,5	12,5	NC	NC	non	non	non	non	non	oui	non	non	oui	non	non	non	non	dechets_a_proximite_cloture_pour_visibilite
76709_0239	1540046,529	8257007,105	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	coloniser_par_agrortis_tres_peu_d_eau	76709_0239_im1/76709_0239_im2	28_10_2017	oui	non	non	oui	non	non	non	non	de_prairie	4	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	non	ronde_ovale	7	3	15	naturel	100	non	intense_et_total	mare_permanente	aucun	ruissellement_culture	limpide	0	0	0	0	100	0	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0240	1540098,52	8256887,248	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	NC	76709_0240_im1/76709_0240_im2/ 76709_0240_im3	22_10_2017	non	non	non	non	non	non	non	oui	de_prairie	2	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	en_partie	non	complexe	18	7	0	naturel	12,5	non	localise	indeterminee	aucun	nappe	NC	NC	NC	NC	NC	NC	NC	0	0	NC	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76709_0241	1540181,07	8256941,223	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	NC	76709_0241_im1/76709_0241_im2	22_10_2017	non	non	non	non	non	non	non	oui	de_prairie	1	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	non	ronde_ovale	10	5	15	naturel	100	non	intense_et_total	indeterminee	aucun	nappe	limpide	5	0	0	0	50	45	0	0	NC	NC	non	non	non	non	non	oui	non	non	non	non	non	non	non	eviter_surpietinement
76709_0242	1540158,051	8256779,298	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	coloniser_par_plante_aerobie_de_prairie	76709_0242_im1/76709_0242_im2/76709_0242_im3/76709_0242_im4	22_10_2017	non	non	non	oui	non	non	non	oui	de_prairie	1	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	totalement	non	ronde_ovale	10	5	15	naturel	0	non	faible_a_nul	indeterminee	aucun	nappe	limpide	5	0	0	0	50	45	0	0	NC	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	NC
76709_0243	1540287,565	8256891,614	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	NC	76709_0243_im1/76709_0243_im2	22_10_2017	non	non	non	non	non	non	non	oui	de_prairie	2	non	oui	non	non	non	non	non	non	non	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	en_partie	non	ronde_ovale	15	5	15	naturel	32,5	non	localise	indeterminee	aucun	nappe	limpide	10	0	0	2	38	50	0	0	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0244	1540583,57	8256698,912	LE TRAIT	76709	GLERE_Guillaume	mare	public	oui	myostis_au_milieu_de_la_mare	76709_0244_im1/76709_0244_im2/76709_0244_im3/76709_0244_im4	22_10_2017	oui	non	non	non	non	non	non	non	de_marais	4	non	non	non	non	non	non	non	non	non	non	non	non	oui	non	aucun	fond_de_vallee	bas_marais_tourbiere_alcaline	prairie_humide	aucun	non	non	ronde_ovale	30	60	0	naturel	32,5	non	faible_a_nul	indeterminee	aucun	nappe	NC	NC	NC	NC	NC	NC	NC	32,5	62,5	NC	NC	non	non	non	non	oui	non	non	non	non	non	non	non	non	limiter_fermeture_mare
76709_0245	1539953,314	8257412,332	LE TRAIT	76709	PNRBSN_2016	mare	public	oui	mare_seche_ou_pas_trouvee	NC	21_10_2017	NC	NC	NC	NC	NC	NC	NC	NC	de_prairie	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	aucun	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC
76709_0246	1539788,438	8257375,189	LE TRAIT	76709	PNRBSN_2016	mare	public	oui	mare_comblee	76709_0246_im1/76709_0246_im2	21_10_2017	non	non	non	non	non	non	non	oui	de_prairie	4	non	non	non	non	non	non	non	oui	oui	non	non	non	non	non	aucun	fond_de_vallee	prairie_humide	NC	aucun	non	non	ronde_ovale	6	2	0	naturel	100	non	faible_a_nul	indeterminee	aucun	aucune	NC	0	0	0	0	0	0	12,5	0	non	NC	oui	non	non	non	non	non	non	non	non	non	non	non	non	totalement_comblée
